LON,LAT,EDO,CLAVE,ESTACION,feb-13
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",100.82
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",101.01
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",0.01
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",1.2
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",0
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",0
-98.148056,20.033056,PUE,AHUPB,"Ahuazotepec, Pue.",0
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",59.01
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",0
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",59.01
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",0
-97.441667,18.983889,PUE,CDSPB,"Ciudad Serdán, Pue.",0
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0.01
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",0
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",0
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",12.41
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0
-98.059444,19.093056,PUE,CPLPB,"Capulac, Pue.",0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",127.63
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",0
-98.404722,18.187222,PUE,ELFRAILECFE,"El Fraile, Pue. CFE*",0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",0
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",50.53
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",0.1
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",7.71
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",0
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",0.01
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",0
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",137.34
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",35.6
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",11
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",10
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",39
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",0
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",13.51
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",100
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",0
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",55.7
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",0
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",80.01
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",7.22
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",66
-97.36,19.815278,PUE,TEZPB,"Teziutlán, Pue.",35.53
-96.835833,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",125.51
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",0.01
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",120.66
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",53.03
-97.668056,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",39.7
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",47.21
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",11.7
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",33
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",24.5
-100.424444,20.504167,QRO,BATQT,"El Batán, Qro.",0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0
-100.413056,20.567222,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",0
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",6.4
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",0.2
-100.369444,20.563333,QRO,OBSQT,"Observatorio de Querétaro, Qro.",0
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",0
-100,20.3625,QRO,SJSQT,"San José, Qro.",0
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo",75.3
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo SMN*",110.8
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo SEMAR*",28.95
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo",58.2
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo SMN*",33.45
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo",53.8
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo",34.71
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo",34.6
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",1
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",0.01
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0.01
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",1
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",1
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",1
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",0.25
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.756111,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",0
-107.139444,24.800556,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.01
-105.847222,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.751111,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",5.8
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",14
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",8
-100.283056,22.431667,SLP,CTSSL,"Cerritos, S.L.P.",0.01
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",10
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",0
-98.5575,21.965833,SLP,LASADJUNTASGN,"Las Adjuntas, S.L.P. SGT*",6.8
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",0
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",0
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",17.21
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",45.21
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",4.2
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",0.01
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",23.8
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",38.2
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",0.4
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",0
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",9
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",23
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",0.01
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",8.6
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",55.6
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",2.51
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",3.82
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",4.5
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",6.3
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",4.02
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",7.71
-109.666667,26.95,SON,BSCSO,"Basconcobe, Son.",0
-109.968333,27.3,SON,C1CSO,"Calle Mil Doscientos y Canal Bajo, Son.",0
-110.013056,27.483889,SON,C2CSO,"Calle Doscientos y Canal Bajo, Son.",0
-109.979722,27.410278,SON,C6CSO,"Calle Seiscientos y Canal Bajo, Son.",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-109.904444,27.776667,SON,CHCSO,"Chiculi, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",15.51
-109.492222,27.011944,SON,CINSO,"Casa del Ciano, Son.",0
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0.02
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",0
-110.180278,27.300556,SON,CP1SO,"Calle Cuatro y Prolongación Doce, Son.",0
-110.248611,27.425556,SON,CP6SO,"Calle Cuatro y Prolongación Seis, Son.",0
-109.636944,27.244167,SON,CRCSO,"Cárcamo, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0.7
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0.5
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-109.629167,26.906944,SON,ETCSO,"Etchojoa, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.01
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",4.5
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",2.71
-109.904167,27.713056,SON,HORSO,"Hornos, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",11.51
-109.630556,26.822778,SON,HTBSO,"Huatabampo, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",11
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.701944,26.801944,SON,JPRSO,"Júpare, Son.",0
-109.6,27.1,SON,K10SO,"km 108 de Canal Alto, Son.",0
-109.896389,27.706667,SON,K14SO,"km 14 de Canal Alto, Son.",0
-109.9,27.78,SON,K20SO,"km 20, Son.",0
-108.8725,27.642222,SON,K25SO,"km 25 de Canal Alto, Son.",0
-109.346111,27.227778,SON,K38SO,"km 38, Son.",0
-109.873889,27.560278,SON,K39SO,"km 39 de Canal Alto, Son.",0
-109.845,27.436389,SON,K58SO,"km 58 de Canal Alto, Son.",0
-109.858611,27.354444,SON,K68SO,"km 68 de Canal Alto, Son.",0
-109.6,27.1,SON,K81SO,"km 81 de Canal Alto, Son.",0
-109.933333,27.483333,SON,K91SO,"km 91 de Canal Alto, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",6.81
-109.710833,26.878611,SON,LNDSO,"Lindero, Son.",0
-109.402222,26.806667,SON,MMNSO,"Mumuncuera, Son.",0
-109.542778,27.076944,SON,NCHSO,"Nachuquis, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",16.5
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",18.4
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",12
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0.8
-109.930278,27.598333,SON,PFDSO,"Porfirio Díaz, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",2.5
-109.086111,29.419722,SON,PNACORICFE,"Paso Nácori, Son. CFE*",0.3
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",4.41
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0.02
-112.1,30.697778,SON,PTQSO,"Pitiquito, Son.",6.5
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0
-110.570556,29.710556,SON,RAYSO,"Rayón, Son.",3
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0.01
-109.571667,26.878889,SON,SE2SO,"Sebampo, Son.",0
-110.246944,27.413056,SON,SI2SO,"San Ignacio, Son.",0
-109.453333,26.918333,SON,SNHSO,"Sinahuiza, Son.",0
-109.623611,27.025833,SON,SPESO,"San Pedro, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",5.02
-109.358333,27.171111,SON,TESSO,"Tesia, Son.",0
-109.531667,29.534722,SON,TPCSO,"Tepache, Son.",1.02
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0.02
-109.841944,27.125556,SON,VJZSO,"Villa Juárez, Son.",0
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",0.32
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",92
-91.491944,17.425556,TAB,BOCADELCERRO,"Boca del Cerro, Tab. SGT*",8.1
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",30
-91.785278,17.857222,TAB,EMILIANOZAPATA,"Emiliano Zapata, Tab. SGT*",44.9
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",13.8
-91.75,17.75,TAB,EZATB,"Emiliano Zapata, Tab.",44.9
-93,17.975,TAB,GONTB,"González, Tab.",12
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",11.2
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",20.71
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",19.9
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",28.75
-93.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",21.7
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",16.4
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",58.3
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",41
-93.861944,18.295,TAB,SANCHEZMAG,"Sánchez Magallanes, Tab. SGT*",8.6
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",46.92
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",51.92
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",47.9
-92.607222,18.384722,TAB,TRESBRAZOS,"Tres Brazos, Tab. SGT*",28.4
-98.39,24.065556,TAMP,ABSTP,"Abasolo, Tamps.",0
-97.925556,22.3875,TAMP,ALTAMIRAob,"Observatorio de Altamira, Tamps. SMN*",19.8
-97.926944,22.386111,TAMP,BALTP,"Bombas Altamira, Tamps.",8.6
-99.123056,24.080556,TAMP,BR1TP,"El Barretal Uno, Tamps.",3
-99.215,24.1025,TAMP,BRRTP,"El Barretal, Tamps.",5.01
-98.5975,26.238056,TAMP,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",0
-98.983056,22.744444,TAMP,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",0.25
-98.8,26.25,TAMP,CMGTP,"S J 2 11 Camargo, Tamps.",0
-99.148611,26.430556,TAMP,CMRTP,"Mier, Tamps.",0
-97.817778,25.966389,TAMP,CONTP,"Control, Tamps.",0.01
-98.935833,23.939167,TAMP,CORTP,"Corona, Tamps.",0.7
-99.166667,23.716667,TAMP,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",15.01
-99.1875,23.730278,TAMP,CVTTP,"Ciudad Victoria, Tamps.",17.2
-99.078611,23.384444,TAMP,ENNTP,"La Encantada, Tamps.",0.8
-98.691667,22.605,TAMP,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",0.8
-98.159167,24.841944,TAMP,FDOTP,"San Fernando, Tamps.",0.5
-99.170556,26.560278,TAMP,FLCTP,"Internacional Falcón, Tamps.",0
-99.233611,26.408889,TAMP,LBLTP,"Derivadora Las Blancas, Tamps.",0
-99.120556,22.852778,TAMP,LSRTP,"La Servilleta, Tamps.",0.4
-99.551944,24.567778,TAMP,MAGTP,"Magueyes, Tamps.",5.9
-97.433333,25.833333,TAMP,MATTP,"Matamoros, Tamps.",0.02
-97.844167,22.283889,TAMP,MDRTP,"Madero, Tamps.",7.2
-99.040833,26.374167,TAMP,MGATP,"S J 1 2 Miguel Alemán, Tamps.",0
-98.705556,22.795833,TAMP,MGSTP,"Magiscatzín Dos, Tamps.",0
-99.434444,24.2525,TAMP,MHGTP,"Miguel Hidalgo, Tamps.",9.74
-98.925556,26.204722,TAMP,MRGTP,"Marte Rodolfo Gómez, Tamps.",0
-98.903611,24.043889,TAMP,PADTP,"Padilla, Tamps.",0.02
-97.8,25.8,TAMP,PANTP,"Pueblo Anáhuac, Tamps.",0.02
-98.745833,23.726667,TAMP,PDMTP,"Paso de Molina, Tamps.",0.3
-99.019167,24.208056,TAMP,PILTP,"Pilón, Tamps.",0
-98,25.966667,TAMP,RIBTP,"Río Bravo, Tamps.",0
-97.991944,23.259444,TAMP,RSPTP,"República Española, Tamps.",7.21
-98.285833,26.079722,TAMP,RYATP,"S J 3 42 Reynosa, Tamps.",0
-98.883333,26.166667,TAMP,RYNTP,"S J 2 9 Reynosa, Tamps.",0
-98.869444,22.784444,TAMP,SDATP,"Saca de Agua, Tamps.",0.02
-98.7875,23.084167,TAMP,SGBTP,"San Gabriel, Tamps.",0.4
-98.208889,23.762222,TAMP,SLMTP,"Observatorio de Soto la Marina, Tamps.",3.88
-98.791389,22.943889,TAMP,SLZTP,"Lic. Emilio Portes Gil, Tamps.",0
-97.876111,22.238333,TAMP,TMPTP,"Sistema Lagunario del Río Tamesí, Tamps.",5
-98.421944,22.413611,TAMP,TMSTP,"Tamesí, Tamps.",0.4
-97.804167,25.906111,TAMP,VCATP,"Villa Cárdenas, Tamps.",0
-97.8,25.7,TAMP,VHMTP,"Valle Hermoso, Tamps.",0.51
-99.488611,24.303889,TAMP,VILLAGRAN,"Villagrán, Tamps. SMN*",12
-98.131389,19.428611,TLAX,APITL,"Apizaco, Tlax.",8
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",7.81
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",2.5
-97.647222,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",0
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",8.5
-97.950833,19.313333,TLAX,HUATL,"Huamantla, Tlax. SMN*",0
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",5.2
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",16
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",0
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",6.61
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",25.71
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",3.5
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",9.02
-97.68,20.93,VER,ALAVC,"Alamo Temapache, Ver.",35.01
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",54.33
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",76.73
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",100
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",66.83
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",15.02
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",36.6
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",28.5
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",72.53
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",9.46
-97.878611,21.334444,VER,CITLALTEPEC,"Citlaltepec, Ver. SMN*",11.94
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",7.61
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",61.6
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",31.31
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",2.55
-96.647222,19.320278,VER,CRRVC,"Carrizal, Ver.",6.74
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",19.4
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",1.51
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",43.81
-96.158333,19.067222,VER,ETEVC,"El Tejar, Ver.",33.01
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",23.01
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",7.8
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",29.8
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",64.23
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",25.1
-96.554167,19.404167,VER,IDOVC,"Ídolos, Ver.",0.02
-96.884444,19.604722,VER,INCVC,"Ingenio Concepción, Ver.",65.01
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",36.9
-94.666667,17.95,VER,JALVC,"Jáltipan, Ver.",34.5
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",55.13
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",16.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",35.43
-95.359722,18.25,VER,LAUVC,"Lauchapan, Ver.",7.03
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",11.51
-97.232778,18.928889,VER,LGRVC,"Loma Grande, Ver.",0
-96.972778,20.051944,VER,LIBVC,"Libertad, Ver.",106.14
-96.41,19.261389,VER,LOFVC,"Loma Fina, Ver.",0.02
-94.913889,17.416667,VER,LPEVC,"Las Perlas, Ver.",74.4
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",28.01
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",105.91
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",0.03
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",59.82
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",147.23
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",29.8
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",10.8
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",33.2
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",56.5
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",15.51
-94.193611,17.872778,VER,PCNVC,"Planta de bombeo 1 de La Cangrejera, Ver.",14
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",18.9
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",0.05
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",4
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",53.52
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",32.21
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",21.29
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",52.01
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",97.38
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",30.67
-95.183333,18.45,VER,SIHVC,"Sihuapan, Ver.",9.01
-95.145833,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",24.43
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",195.3
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",0.04
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",52.5
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",44
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",11.6
